ID_Lote,Fecha,ID_Producto,ID_Linea,ID_Turno,Leche_Usada_Litros,Azucar_Usada_Kg,Otros_Insumos_Kg,Produccion_Programada_Kg,Produccion_Real_Kg,Produccion_Conforme_Kg,Produccion_Defectuosa_Kg,Tiempo_Planificado_Horas,Tiempo_Operativo_Horas,Tiempo_Parada_Horas,Tiempo_Total_Horas,Consumo_Vapor_m3,Consumo_Energia_kWh,Costo_Materia_Prima_USD,Costo_Energia_USD,Costo_ManoObra_USD,Costo_Total_USD,Costo_Unitario_USD_Kg,Estado_Calidad,Nombre_Producto,Categoria_Producto,Presentacion_Kg,Rendimiento_Teorico_L_Kg,Nombre_Linea,Capacidad_Nominal_Kg_Hora,Nombre_Turno
LOT-202604-0635,2026-04-28,PROD001,LIN003,TUR003,2710.49,140.0,14.0,700,684.6,673.96,10.64,0.88,0.92,0.0,0.92,362.79,235.18,1257.41,463.57,101.2,1822.18,2.66,Aprobado A1,Manjar Tradicional 250g,Familiar,0.25,3.8,Línea 3 - Continua 2000L,800,Noche (22:00 - 06:00)
LOT-202604-0636,2026-04-28,PROD003,LIN003,TUR002,3085.52,160.0,16.0,800,800.01,774.2,25.81,1.0,0.98,0.0,0.98,380.77,253.04,1431.92,487.29,107.8,2027.01,2.53,Aprobado con Observaciones,Manjar Tradicional 1kg,Familiar,1.0,3.8,Línea 3 - Continua 2000L,800,Tarde (14:00 - 22:00)
LOT-202604-0637,2026-04-28,PROD003,LIN003,TUR002,3815.35,200.0,20.0,1000,985.49,949.12,36.37,1.25,1.34,0.0,1.34,500.71,315.77,1772.45,638.74,147.4,2558.59,2.6,Aprobado con Observaciones,Manjar Tradicional 1kg,Familiar,1.0,3.8,Línea 3 - Continua 2000L,800,Tarde (14:00 - 22:00)
LOT-202604-0638,2026-04-29,PROD004,LIN002,TUR001,1615.08,80.0,8.0,400,372.69,343.04,29.65,0.8,0.83,0.41,1.24,192.67,134.06,746.33,247.29,93.0,1086.62,2.92,Rechazado / Reproceso,Manjar Repostero 1kg,Industrial/Repostería,1.0,4.1,Línea 2 - Marmitas 1000L,500,Mañana (06:00 - 14:00)
LOT-202604-0639,2026-04-29,PROD005,LIN002,TUR001,2663.89,120.0,12.0,600,571.94,567.48,4.46,1.2,1.21,0.34,1.55,287.59,201.73,1220.83,369.32,116.25,1706.4,2.98,Aprobado A1,Manjar Alfajorero 5kg,Industrial,5.0,4.3,Línea 2 - Marmitas 1000L,500,Mañana (06:00 - 14:00)
LOT-202604-0640,2026-04-30,PROD005,LIN001,TUR002,867.97,40.0,4.0,200,199.88,196.48,3.4,0.8,0.78,0.0,0.78,103.69,71.16,398.55,132.97,35.1,566.62,2.83,Aprobado A1,Manjar Alfajorero 5kg,Industrial,5.0,4.3,Línea 1 - Marmitas 500L,250,Tarde (14:00 - 22:00)
LOT-202604-0641,2026-04-30,PROD003,LIN001,TUR001,784.89,40.0,4.0,200,200.75,193.98,6.77,0.8,0.77,0.84,1.61,106.11,68.4,363.65,135.54,72.45,571.64,2.85,Aprobado con Observaciones,Manjar Tradicional 1kg,Familiar,1.0,3.8,Línea 1 - Marmitas 500L,250,Mañana (06:00 - 14:00)
LOT-202604-0642,2026-04-30,PROD005,LIN001,TUR001,847.36,40.0,4.0,200,202.17,194.57,7.6,0.8,0.77,0.0,0.77,108.71,67.96,389.89,138.61,34.65,563.15,2.79,Aprobado con Observaciones,Manjar Alfajorero 5kg,Industrial,5.0,4.3,Línea 1 - Marmitas 500L,250,Mañana (06:00 - 14:00)
LOT-202604-0643,2026-04-30,PROD001,LIN002,TUR002,1909.78,100.0,10.0,500,498.5,467.51,30.99,1.0,1.0,0.0,1.0,250.17,175.08,887.11,321.21,75.0,1283.32,2.57,Rechazado / Reproceso,Manjar Tradicional 250g,Familiar,0.25,3.8,Línea 2 - Marmitas 1000L,500,Tarde (14:00 - 22:00)
LOT-202604-0644,2026-04-30,PROD001,LIN002,TUR001,1899.98,100.0,10.0,500,476.29,452.57,23.72,1.0,1.02,0.0,1.02,229.89,161.76,882.99,295.28,76.5,1254.77,2.63,Aprobado con Observaciones,Manjar Tradicional 250g,Familiar,0.25,3.8,Línea 2 - Marmitas 1000L,500,Mañana (06:00 - 14:00)
LOT-202605-0645,2026-05-01,PROD001,LIN001,TUR001,1107.11,60.0,6.0,300,301.07,297.81,3.26,1.2,1.21,0.0,1.21,157.9,103.39,515.99,201.89,54.45,772.33,2.57,Aprobado A1,Manjar Tradicional 250g,Familiar,0.25,3.8,Línea 1 - Marmitas 500L,250,Mañana (06:00 - 14:00)
LOT-202605-0646,2026-05-01,PROD002,LIN002,TUR002,2272.42,120.0,12.0,600,572.55,557.77,14.78,1.2,1.17,0.0,1.17,295.61,199.99,1056.42,378.73,87.75,1522.9,2.66,Aprobado con Observaciones,Manjar Tradicional 500g,Familiar,0.5,3.8,Línea 2 - Marmitas 1000L,500,Tarde (14:00 - 22:00)
LOT-202605-0647,2026-05-01,PROD002,LIN003,TUR003,3005.75,160.0,16.0,800,786.44,771.13,15.31,1.0,1.07,1.01,2.08,371.41,251.62,1398.41,475.89,228.8,2103.1,2.67,Aprobado A1,Manjar Tradicional 500g,Familiar,0.5,3.8,Línea 3 - Continua 2000L,800,Noche (22:00 - 06:00)
LOT-202605-0648,2026-05-01,PROD005,LIN003,TUR003,4266.56,200.0,20.0,1000,951.98,909.89,42.09,1.25,1.28,0.0,1.28,441.84,347.05,1961.96,571.85,140.8,2674.61,2.81,Aprobado con Observaciones,Manjar Alfajorero 5kg,Industrial,5.0,4.3,Línea 3 - Continua 2000L,800,Noche (22:00 - 06:00)
LOT-202605-0649,2026-05-02,PROD004,LIN001,TUR003,818.54,40.0,4.0,200,192.74,190.09,2.65,0.8,0.78,0.7,1.48,98.33,59.91,377.79,125.19,66.6,569.58,2.96,Aprobado A1,Manjar Repostero 1kg,Industrial/Repostería,1.0,4.1,Línea 1 - Marmitas 500L,250,Noche (22:00 - 06:00)
LOT-202605-0650,2026-05-02,PROD005,LIN001,TUR001,1058.08,50.0,5.0,250,235.91,228.31,7.6,1.0,0.96,0.0,0.96,110.01,75.63,486.89,141.09,43.2,671.18,2.85,Aprobado con Observaciones,Manjar Alfajorero 5kg,Industrial,5.0,4.3,Línea 1 - Marmitas 500L,250,Mañana (06:00 - 14:00)
LOT-202605-0651,2026-05-02,PROD002,LIN001,TUR002,1156.19,60.0,6.0,300,289.91,283.56,6.35,1.2,1.17,0.89,2.06,148.65,90.45,536.6,189.23,92.7,818.53,2.82,Aprobado A1,Manjar Tradicional 500g,Familiar,0.5,3.8,Línea 1 - Marmitas 500L,250,Tarde (14:00 - 22:00)
LOT-202605-0652,2026-05-02,PROD005,LIN003,TUR001,3016.44,140.0,14.0,700,685.86,677.87,7.99,0.88,0.9,0.0,0.9,342.44,200.1,1385.9,434.94,99.0,1919.84,2.8,Aprobado A1,Manjar Alfajorero 5kg,Industrial,5.0,4.3,Línea 3 - Continua 2000L,800,Mañana (06:00 - 14:00)
LOT-202605-0653,2026-05-02,PROD001,LIN003,TUR002,3706.3,200.0,20.0,1000,984.64,961.87,22.77,1.25,1.24,0.16,1.4,502.66,352.88,1726.65,645.54,154.0,2526.19,2.57,Aprobado A1,Manjar Tradicional 250g,Familiar,0.25,3.8,Línea 3 - Continua 2000L,800,Tarde (14:00 - 22:00)
LOT-202605-0654,2026-05-02,PROD001,LIN003,TUR002,3051.78,160.0,16.0,800,784.57,754.35,30.22,1.0,1.01,0.18,1.19,408.66,241.1,1417.75,519.32,130.9,2067.97,2.64,Aprobado con Observaciones,Manjar Tradicional 250g,Familiar,0.25,3.8,Línea 3 - Continua 2000L,800,Tarde (14:00 - 22:00)
LOT-202605-0655,2026-05-03,PROD001,LIN001,TUR002,748.89,40.0,4.0,200,197.4,189.66,7.74,0.8,0.81,0.86,1.67,105.75,71.81,348.53,135.52,75.15,559.2,2.83,Aprobado con Observaciones,Manjar Tradicional 250g,Familiar,0.25,3.8,Línea 1 - Marmitas 500L,250,Tarde (14:00 - 22:00)
LOT-202605-0656,2026-05-03,PROD003,LIN002,TUR002,1536.5,80.0,8.0,400,395.77,387.76,8.01,0.8,0.78,0.0,0.78,201.78,134.0,713.33,258.22,58.5,1030.05,2.6,Aprobado A1,Manjar Tradicional 1kg,Familiar,1.0,3.8,Línea 2 - Marmitas 1000L,500,Tarde (14:00 - 22:00)
LOT-202605-0657,2026-05-03,PROD003,LIN003,TUR002,3903.94,200.0,20.0,1000,971.93,846.16,125.77,1.25,1.21,0.0,1.21,520.98,323.11,1809.65,663.95,133.1,2606.7,2.68,Rechazado / Reproceso,Manjar Tradicional 1kg,Familiar,1.0,3.8,Línea 3 - Continua 2000L,800,Tarde (14:00 - 22:00)
LOT-202605-0658,2026-05-03,PROD004,LIN003,TUR001,2820.04,140.0,14.0,700,674.8,607.18,67.62,0.88,0.86,0.0,0.86,317.01,212.89,1303.42,405.96,94.6,1803.98,2.67,Rechazado / Reproceso,Manjar Repostero 1kg,Industrial/Repostería,1.0,4.1,Línea 3 - Continua 2000L,800,Mañana (06:00 - 14:00)
LOT-202605-0659,2026-05-03,PROD001,LIN003,TUR003,2994.29,160.0,16.0,800,782.68,757.01,25.67,1.0,1.04,0.36,1.4,398.1,282.29,1393.6,511.59,154.0,2059.19,2.63,Aprobado con Observaciones,Manjar Tradicional 250g,Familiar,0.25,3.8,Línea 3 - Continua 2000L,800,Noche (22:00 - 06:00)
LOT-202605-0660,2026-05-04,PROD005,LIN001,TUR003,1094.08,50.0,5.0,250,242.78,240.64,2.14,1.0,1.0,0.0,1.0,116.27,70.82,502.01,148.02,45.0,695.03,2.86,Aprobado A1,Manjar Alfajorero 5kg,Industrial,5.0,4.3,Línea 1 - Marmitas 500L,250,Noche (22:00 - 06:00)
LOT-202605-0661,2026-05-04,PROD001,LIN002,TUR002,1860.43,100.0,10.0,500,504.24,501.22,3.02,1.0,0.98,0.6,1.58,243.03,176.63,866.38,312.83,118.5,1297.71,2.57,Aprobado A1,Manjar Tradicional 250g,Familiar,0.25,3.8,Línea 2 - Marmitas 1000L,500,Tarde (14:00 - 22:00)
LOT-202605-0662,2026-05-04,PROD004,LIN002,TUR001,2519.59,120.0,12.0,600,584.66,580.8,3.86,1.2,1.15,0.0,1.15,273.75,180.03,1160.23,350.1,86.25,1596.58,2.73,Aprobado A1,Manjar Repostero 1kg,Industrial/Repostería,1.0,4.1,Línea 2 - Marmitas 1000L,500,Mañana (06:00 - 14:00)
LOT-202605-0663,2026-05-04,PROD001,LIN002,TUR001,1580.11,80.0,8.0,400,398.58,366.22,32.36,0.8,0.78,0.0,0.78,200.49,115.75,731.65,254.48,58.5,1044.63,2.62,Rechazado / Reproceso,Manjar Tradicional 250g,Familiar,0.25,3.8,Línea 2 - Marmitas 1000L,500,Mañana (06:00 - 14:00)
LOT-202605-0664,2026-05-04,PROD003,LIN003,TUR001,2589.14,140.0,14.0,700,673.91,661.13,12.78,0.88,0.85,0.0,0.85,341.45,201.9,1206.44,433.97,93.5,1733.91,2.57,Aprobado A1,Manjar Tradicional 1kg,Familiar,1.0,3.8,Línea 3 - Continua 2000L,800,Mañana (06:00 - 14:00)
LOT-202605-0665,2026-05-05,PROD005,LIN001,TUR002,1291.64,60.0,6.0,300,284.13,273.24,10.89,1.2,1.18,0.0,1.18,135.83,88.39,593.49,173.6,53.1,820.19,2.89,Aprobado con Observaciones,Manjar Alfajorero 5kg,Industrial,5.0,4.3,Línea 1 - Marmitas 500L,250,Tarde (14:00 - 22:00)
LOT-202605-0666,2026-05-05,PROD003,LIN002,TUR003,1544.57,80.0,8.0,400,394.98,388.85,6.13,0.8,0.78,0.35,1.13,197.93,124.45,716.72,252.45,84.75,1053.92,2.67,Aprobado A1,Manjar Tradicional 1kg,Familiar,1.0,3.8,Línea 2 - Marmitas 1000L,500,Noche (22:00 - 06:00)
LOT-202605-0667,2026-05-06,PROD002,LIN001,TUR003,785.83,40.0,4.0,200,191.25,186.77,4.48,0.8,0.84,0.0,0.84,92.23,57.97,364.05,117.63,37.8,519.48,2.72,Aprobado A1,Manjar Tradicional 500g,Familiar,0.5,3.8,Línea 1 - Marmitas 500L,250,Noche (22:00 - 06:00)
LOT-202605-0668,2026-05-06,PROD003,LIN001,TUR003,1113.94,60.0,6.0,300,291.78,288.03,3.75,1.2,1.23,0.0,1.23,136.98,97.46,518.85,176.07,55.35,750.27,2.57,Aprobado A1,Manjar Tradicional 1kg,Familiar,1.0,3.8,Línea 1 - Marmitas 500L,250,Noche (22:00 - 06:00)
LOT-202605-0669,2026-05-06,PROD003,LIN001,TUR002,745.21,40.0,4.0,200,194.98,186.59,8.39,0.8,0.79,0.0,0.79,96.28,61.13,346.99,122.87,35.55,505.41,2.59,Aprobado con Observaciones,Manjar Tradicional 1kg,Familiar,1.0,3.8,Línea 1 - Marmitas 500L,250,Tarde (14:00 - 22:00)
LOT-202605-0670,2026-05-06,PROD003,LIN002,TUR003,2290.38,120.0,12.0,600,582.6,545.17,37.43,1.2,1.18,0.37,1.55,286.85,187.27,1063.96,366.69,116.25,1546.9,2.66,Rechazado / Reproceso,Manjar Tradicional 1kg,Familiar,1.0,3.8,Línea 2 - Marmitas 1000L,500,Noche (22:00 - 06:00)
LOT-202605-0671,2026-05-06,PROD002,LIN002,TUR003,2254.42,120.0,12.0,600,573.08,524.43,48.65,1.2,1.27,0.0,1.27,286.69,198.31,1048.86,367.83,95.25,1511.94,2.64,Rechazado / Reproceso,Manjar Tradicional 500g,Familiar,0.5,3.8,Línea 2 - Marmitas 1000L,500,Noche (22:00 - 06:00)
LOT-202605-0672,2026-05-06,PROD004,LIN002,TUR003,2110.84,100.0,10.0,500,492.33,483.22,9.11,1.0,0.96,0.0,0.96,252.7,159.63,971.55,322.4,72.0,1365.95,2.77,Aprobado A1,Manjar Repostero 1kg,Industrial/Repostería,1.0,4.1,Línea 2 - Marmitas 1000L,500,Noche (22:00 - 06:00)
LOT-202605-0673,2026-05-06,PROD001,LIN003,TUR001,3888.23,200.0,20.0,1000,927.64,901.98,25.66,1.25,1.21,0.8,2.01,465.7,281.43,1803.06,592.61,221.1,2616.77,2.82,Aprobado con Observaciones,Manjar Tradicional 250g,Familiar,0.25,3.8,Línea 3 - Continua 2000L,800,Mañana (06:00 - 14:00)
LOT-202605-0674,2026-05-06,PROD002,LIN003,TUR001,2636.92,140.0,14.0,700,691.26,667.22,24.04,0.88,0.91,0.48,1.39,346.62,237.18,1226.51,444.41,152.9,1823.82,2.64,Aprobado con Observaciones,Manjar Tradicional 500g,Familiar,0.5,3.8,Línea 3 - Continua 2000L,800,Mañana (06:00 - 14:00)
LOT-202605-0675,2026-05-07,PROD004,LIN001,TUR001,1043.46,50.0,5.0,250,246.76,245.53,1.23,1.0,1.0,0.62,1.62,127.25,80.06,480.75,162.31,72.9,715.96,2.9,Aprobado A1,Manjar Repostero 1kg,Industrial/Repostería,1.0,4.1,Línea 1 - Marmitas 500L,250,Mañana (06:00 - 14:00)
LOT-202605-0676,2026-05-07,PROD002,LIN001,TUR003,747.51,40.0,4.0,200,201.31,192.53,8.78,0.8,0.81,0.0,0.81,108.04,66.87,347.95,137.67,36.45,522.07,2.59,Aprobado con Observaciones,Manjar Tradicional 500g,Familiar,0.5,3.8,Línea 1 - Marmitas 500L,250,Noche (22:00 - 06:00)
LOT-202605-0677,2026-05-07,PROD003,LIN001,TUR003,980.55,50.0,5.0,250,242.11,233.75,8.36,1.0,1.03,0.0,1.03,123.23,78.61,454.33,157.31,46.35,657.99,2.72,Aprobado con Observaciones,Manjar Tradicional 1kg,Familiar,1.0,3.8,Línea 1 - Marmitas 500L,250,Noche (22:00 - 06:00)
LOT-202605-0678,2026-05-07,PROD003,LIN002,TUR001,1527.49,80.0,8.0,400,393.81,380.66,13.15,0.8,0.81,0.91,1.72,188.0,140.21,709.55,242.43,129.0,1080.98,2.74,Aprobado con Observaciones,Manjar Tradicional 1kg,Familiar,1.0,3.8,Línea 2 - Marmitas 1000L,500,Mañana (06:00 - 14:00)
LOT-202605-0679,2026-05-07,PROD001,LIN002,TUR001,1883.67,100.0,10.0,500,485.41,474.32,11.09,1.0,0.98,0.0,0.98,229.31,144.11,876.14,292.47,73.5,1242.11,2.56,Aprobado A1,Manjar Tradicional 250g,Familiar,0.25,3.8,Línea 2 - Marmitas 1000L,500,Mañana (06:00 - 14:00)
LOT-202605-0680,2026-05-07,PROD002,LIN003,TUR002,3930.26,200.0,20.0,1000,961.77,955.79,5.98,1.25,1.28,0.0,1.28,511.98,347.62,1820.71,656.09,140.8,2617.6,2.72,Aprobado A1,Manjar Tradicional 500g,Familiar,0.5,3.8,Línea 3 - Continua 2000L,800,Tarde (14:00 - 22:00)
LOT-202605-0681,2026-05-07,PROD003,LIN003,TUR003,2985.68,160.0,16.0,800,776.91,676.47,100.44,1.0,1.04,0.55,1.59,362.7,260.52,1389.99,466.5,174.9,2031.39,2.61,Rechazado / Reproceso,Manjar Tradicional 1kg,Familiar,1.0,3.8,Línea 3 - Continua 2000L,800,Noche (22:00 - 06:00)
LOT-202605-0682,2026-05-07,PROD004,LIN003,TUR003,2859.43,140.0,14.0,700,698.41,674.55,23.86,0.88,0.87,0.0,0.87,347.44,226.43,1319.96,444.1,95.7,1859.76,2.66,Aprobado con Observaciones,Manjar Repostero 1kg,Industrial/Repostería,1.0,4.1,Línea 3 - Continua 2000L,800,Noche (22:00 - 06:00)
LOT-202605-0683,2026-05-08,PROD004,LIN001,TUR001,1195.37,60.0,6.0,300,296.84,294.4,2.44,1.2,1.23,0.0,1.23,151.29,107.45,553.06,194.44,55.35,802.85,2.7,Aprobado A1,Manjar Repostero 1kg,Industrial/Repostería,1.0,4.1,Línea 1 - Marmitas 500L,250,Mañana (06:00 - 14:00)
LOT-202605-0684,2026-05-08,PROD003,LIN001,TUR001,929.87,50.0,5.0,250,245.92,237.27,8.65,1.0,1.06,0.41,1.47,124.82,87.49,433.05,160.28,66.15,659.48,2.68,Aprobado con Observaciones,Manjar Tradicional 1kg,Familiar,1.0,3.8,Línea 1 - Marmitas 500L,250,Mañana (06:00 - 14:00)
LOT-202605-0685,2026-05-08,PROD003,LIN002,TUR001,1553.19,80.0,8.0,400,393.56,387.18,6.38,0.8,0.83,0.79,1.62,190.83,145.28,720.34,246.43,121.5,1088.27,2.77,Aprobado A1,Manjar Tradicional 1kg,Familiar,1.0,3.8,Línea 2 - Marmitas 1000L,500,Mañana (06:00 - 14:00)
LOT-202605-0686,2026-05-08,PROD001,LIN002,TUR002,2321.37,120.0,12.0,600,567.74,559.57,8.17,1.2,1.22,0.0,1.22,263.69,170.18,1076.98,336.85,91.5,1505.33,2.65,Aprobado A1,Manjar Tradicional 250g,Familiar,0.25,3.8,Línea 2 - Marmitas 1000L,500,Tarde (14:00 - 22:00)
LOT-202605-0687,2026-05-08,PROD004,LIN002,TUR002,1684.97,80.0,8.0,400,397.94,382.16,15.78,0.8,0.81,0.0,0.81,203.31,121.29,775.69,258.53,60.75,1094.97,2.75,Aprobado con Observaciones,Manjar Repostero 1kg,Industrial/Repostería,1.0,4.1,Línea 2 - Marmitas 1000L,500,Tarde (14:00 - 22:00)
LOT-202605-0688,2026-05-08,PROD002,LIN003,TUR001,3883.28,200.0,20.0,1000,977.27,943.95,33.32,1.25,1.24,0.0,1.24,480.13,337.95,1800.98,616.71,136.4,2554.09,2.61,Aprobado con Observaciones,Manjar Tradicional 500g,Familiar,0.5,3.8,Línea 3 - Continua 2000L,800,Mañana (06:00 - 14:00)
LOT-202605-0689,2026-05-08,PROD001,LIN003,TUR002,3121.91,160.0,16.0,800,759.85,741.68,18.17,1.0,1.0,0.77,1.77,352.12,275.49,1447.2,455.6,194.7,2097.5,2.76,Aprobado A1,Manjar Tradicional 250g,Familiar,0.25,3.8,Línea 3 - Continua 2000L,800,Tarde (14:00 - 22:00)
LOT-202605-0690,2026-05-08,PROD002,LIN003,TUR002,3807.92,200.0,20.0,1000,927.4,915.78,11.62,1.25,1.26,0.0,1.26,464.67,281.89,1769.33,591.43,138.6,2499.36,2.7,Aprobado A1,Manjar Tradicional 500g,Familiar,0.5,3.8,Línea 3 - Continua 2000L,800,Tarde (14:00 - 22:00)
LOT-202605-0691,2026-05-09,PROD005,LIN001,TUR002,1096.57,50.0,5.0,250,247.7,241.64,6.06,1.0,0.99,0.0,0.99,121.4,81.18,503.06,155.42,44.55,703.03,2.84,Aprobado A1,Manjar Alfajorero 5kg,Industrial,5.0,4.3,Línea 1 - Marmitas 500L,250,Tarde (14:00 - 22:00)
LOT-202605-0692,2026-05-09,PROD002,LIN001,TUR003,1179.81,60.0,6.0,300,297.01,284.04,12.97,1.2,1.2,0.0,1.2,146.22,87.2,546.52,185.93,54.0,786.45,2.65,Aprobado con Observaciones,Manjar Tradicional 500g,Familiar,0.5,3.8,Línea 1 - Marmitas 500L,250,Noche (22:00 - 06:00)
LOT-202605-0693,2026-05-09,PROD002,LIN001,TUR001,772.59,40.0,4.0,200,194.95,182.26,12.69,0.8,0.78,0.0,0.78,91.32,70.27,358.49,118.02,35.1,511.61,2.62,Rechazado / Reproceso,Manjar Tradicional 500g,Familiar,0.5,3.8,Línea 1 - Marmitas 500L,250,Mañana (06:00 - 14:00)
LOT-202605-0694,2026-05-09,PROD004,LIN002,TUR001,1661.05,80.0,8.0,400,378.48,354.87,23.61,0.8,0.79,0.0,0.79,185.53,139.7,765.64,239.4,59.25,1064.29,2.81,Rechazado / Reproceso,Manjar Repostero 1kg,Industrial/Repostería,1.0,4.1,Línea 2 - Marmitas 1000L,500,Mañana (06:00 - 14:00)
LOT-202605-0695,2026-05-09,PROD005,LIN002,TUR003,1691.96,80.0,8.0,400,389.71,369.25,20.46,0.8,0.78,0.0,0.78,181.95,113.77,778.62,231.99,58.5,1069.11,2.74,Rechazado / Reproceso,Manjar Alfajorero 5kg,Industrial,5.0,4.3,Línea 2 - Marmitas 1000L,500,Noche (22:00 - 06:00)
LOT-202605-0696,2026-05-10,PROD002,LIN001,TUR001,973.0,50.0,5.0,250,244.6,231.56,13.04,1.0,1.01,0.35,1.36,119.49,88.54,451.16,154.01,61.2,666.37,2.72,Rechazado / Reproceso,Manjar Tradicional 500g,Familiar,0.5,3.8,Línea 1 - Marmitas 500L,250,Mañana (06:00 - 14:00)
LOT-202605-0697,2026-05-10,PROD004,LIN002,TUR002,2450.97,120.0,12.0,600,564.37,558.51,5.86,1.2,1.29,0.72,2.01,296.69,176.76,1131.41,377.24,150.75,1659.4,2.94,Aprobado A1,Manjar Repostero 1kg,Industrial/Repostería,1.0,4.1,Línea 2 - Marmitas 1000L,500,Tarde (14:00 - 22:00)
LOT-202605-0698,2026-05-10,PROD003,LIN003,TUR001,2760.46,140.0,14.0,700,658.83,635.54,23.29,0.88,0.94,0.0,0.94,339.83,196.9,1278.39,431.42,103.4,1813.21,2.75,Aprobado con Observaciones,Manjar Tradicional 1kg,Familiar,1.0,3.8,Línea 3 - Continua 2000L,800,Mañana (06:00 - 14:00)
LOT-202605-0699,2026-05-10,PROD004,LIN003,TUR002,3985.6,200.0,20.0,1000,965.04,946.6,18.44,1.25,1.23,0.0,1.23,515.27,331.07,1843.95,658.05,135.3,2637.3,2.73,Aprobado A1,Manjar Repostero 1kg,Industrial/Repostería,1.0,4.1,Línea 3 - Continua 2000L,800,Tarde (14:00 - 22:00)
LOT-202605-0700,2026-05-11,PROD004,LIN001,TUR001,1270.96,60.0,6.0,300,295.66,277.8,17.86,1.2,1.25,0.0,1.25,136.99,86.58,584.8,174.78,56.25,815.83,2.76,Rechazado / Reproceso,Manjar Repostero 1kg,Industrial/Repostería,1.0,4.1,Línea 1 - Marmitas 500L,250,Mañana (06:00 - 14:00)
LOT-202605-0701,2026-05-11,PROD003,LIN002,TUR002,1883.35,100.0,10.0,500,497.75,494.43,3.32,1.0,0.99,0.0,0.99,258.35,166.35,876.01,329.98,74.25,1280.24,2.57,Aprobado A1,Manjar Tradicional 1kg,Familiar,1.0,3.8,Línea 2 - Marmitas 1000L,500,Tarde (14:00 - 22:00)
LOT-202605-0702,2026-05-11,PROD001,LIN002,TUR002,1935.49,100.0,10.0,500,485.39,469.16,16.23,1.0,1.03,0.0,1.03,230.8,157.71,897.91,295.89,77.25,1271.05,2.62,Aprobado con Observaciones,Manjar Tradicional 250g,Familiar,0.25,3.8,Línea 2 - Marmitas 1000L,500,Tarde (14:00 - 22:00)
LOT-202605-0703,2026-05-11,PROD001,LIN002,TUR001,1484.19,80.0,8.0,400,371.11,360.91,10.2,0.8,0.83,0.91,1.74,172.4,109.3,691.36,220.0,130.5,1041.86,2.81,Aprobado con Observaciones,Manjar Tradicional 250g,Familiar,0.25,3.8,Línea 2 - Marmitas 1000L,500,Mañana (06:00 - 14:00)
LOT-202605-0704,2026-05-11,PROD001,LIN003,TUR002,3076.99,160.0,16.0,800,799.25,776.35,22.9,1.0,1.05,0.0,1.05,412.75,283.79,1428.34,529.35,115.5,2073.19,2.59,Aprobado con Observaciones,Manjar Tradicional 250g,Familiar,0.25,3.8,Línea 3 - Continua 2000L,800,Tarde (14:00 - 22:00)
LOT-202605-0705,2026-05-11,PROD002,LIN003,TUR002,3766.52,200.0,20.0,1000,966.92,920.46,46.46,1.25,1.33,0.66,1.99,514.43,334.98,1751.94,657.51,218.9,2628.35,2.72,Aprobado con Observaciones,Manjar Tradicional 500g,Familiar,0.5,3.8,Línea 3 - Continua 2000L,800,Tarde (14:00 - 22:00)
LOT-202605-0706,2026-05-12,PROD001,LIN001,TUR001,781.96,40.0,4.0,200,195.18,189.44,5.74,0.8,0.86,0.0,0.86,93.45,63.48,362.42,119.76,38.7,520.88,2.67,Aprobado con Observaciones,Manjar Tradicional 250g,Familiar,0.25,3.8,Línea 1 - Marmitas 500L,250,Mañana (06:00 - 14:00)
LOT-202605-0707,2026-05-12,PROD004,LIN001,TUR001,824.04,40.0,4.0,200,186.85,182.23,4.62,0.8,0.77,0.0,0.77,91.7,54.85,380.1,116.62,34.65,531.37,2.84,Aprobado A1,Manjar Repostero 1kg,Industrial/Repostería,1.0,4.1,Línea 1 - Marmitas 500L,250,Mañana (06:00 - 14:00)
LOT-202605-0708,2026-05-12,PROD004,LIN002,TUR003,1666.61,80.0,8.0,400,373.48,351.59,21.89,0.8,0.78,0.0,0.78,179.64,130.82,767.98,231.27,58.5,1057.75,2.83,Rechazado / Reproceso,Manjar Repostero 1kg,Industrial/Repostería,1.0,4.1,Línea 2 - Marmitas 1000L,500,Noche (22:00 - 06:00)
LOT-202605-0709,2026-05-12,PROD003,LIN003,TUR003,3801.46,200.0,20.0,1000,970.65,903.61,67.04,1.25,1.21,0.0,1.21,519.33,317.48,1766.61,661.29,133.1,2561.0,2.64,Rechazado / Reproceso,Manjar Tradicional 1kg,Familiar,1.0,3.8,Línea 3 - Continua 2000L,800,Noche (22:00 - 06:00)
LOT-202605-0710,2026-05-13,PROD005,LIN001,TUR002,892.01,40.0,4.0,200,194.59,182.22,12.37,0.8,0.79,0.41,1.2,101.69,69.04,408.64,130.31,54.0,592.95,3.05,Rechazado / Reproceso,Manjar Alfajorero 5kg,Industrial,5.0,4.3,Línea 1 - Marmitas 500L,250,Tarde (14:00 - 22:00)
LOT-202605-0711,2026-05-13,PROD005,LIN001,TUR001,852.68,40.0,4.0,200,196.63,177.98,18.65,0.8,0.81,0.19,1.0,103.73,60.45,392.13,131.73,45.0,568.86,2.89,Rechazado / Reproceso,Manjar Alfajorero 5kg,Industrial,5.0,4.3,Línea 1 - Marmitas 500L,250,Mañana (06:00 - 14:00)
